movie,time_minute,imdb_rating,metascore,vote,gross_earning,img_url,genres,summary
Metropolis (1927),153 min,8.3,98        ,"175,531",$1.24M,"https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Sci-Fi            ","
In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences."
The Color Purple (1985),154 min,7.7,78        ,"88,161",$98.47M,"https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades."
Clerks (1994),92 min,7.7,70        ,"224,570",$3.15M,"https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy            ","
A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
Young Frankenstein (1974),106 min,8.0,80        ,"160,046",$86.30M,"https://m.media-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy            ","
An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body."
The Mitchells vs the Machines (2021),114 min,7.6,81        ,"109,853",-,"https://m.media-amazon.com/images/M/MV5BMjdkZjNjNDItYzc4MC00NTkxLTk1MWEtY2UyZjY5MjUwNDNkXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Comedy            ","
A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
"Blood In, Blood Out (1993)",180 min,7.9,47        ,"31,935",$4.50M,"https://m.media-amazon.com/images/M/MV5BNzZmMjAxNjQtZjQzOS00NjU4LWI0NDktZjlkZTgwNjVmNzU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama            ","
Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
Perfect Blue (1997),81 min,8.0,67        ,"78,478",$0.78M,"https://m.media-amazon.com/images/M/MV5BMmMzOWNhNTYtYmY0My00OGJiLWIzNDUtZWRhNGY0NWFjNzFmXkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Crime, Drama            ","
A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
My Neighbor Totoro (1988),86 min,8.1,86        ,"341,205",$1.11M,"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg","
Animation, Comedy, Family            ","
When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
The Fault in Our Stars (2014),126 min,7.7,69        ,"379,322",$124.87M,"https://m.media-amazon.com/images/M/MV5BNTVkMTFiZWItOTFkOC00YTc3LWFhYzQtZTg3NzAxZjJlNTAyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ","
Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam."
Chungking Express (1994),102 min,8.0,78        ,"83,660",$0.60M,"https://m.media-amazon.com/images/M/MV5BNmEyYzUwYTMtYTNiNS00YWE4LWIxZTEtNTVlZDBlNmQ4NGE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Crime, Drama            ","
Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
Traffic (2000),147 min,7.6,86        ,"208,881",$124.12M,"https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg","
Crime, Drama, Thriller            ","
A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
End of Watch (2012),109 min,7.6,68        ,"251,012",$41.00M,"https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Crime            ","
Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
The Ten Commandments (1956),220 min,7.9,-,"71,786",$93.74M,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Drama, Family            ","
Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery."
Lion (2016),118 min,8.0,69        ,"237,886",$51.74M,"https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Drama            ","
A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family."
After Hours (I) (1985),97 min,7.6,90        ,"70,973",$10.60M,"https://m.media-amazon.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Crime, Drama            ","
An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop."
Ben-Hur (1959),212 min,8.1,90        ,"240,636",$74.70M,"https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Drama            ","
After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge."
Isle of Dogs (2018),101 min,7.8,82        ,"170,818",$32.02M,"https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Comedy            ","
Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
Dark City (1998),100 min,7.6,66        ,"201,697",$14.38M,"https://m.media-amazon.com/images/M/MV5BMGExOGExM2UtNWM5ZS00OWEzLTllNzYtM2NlMTJlYjBlZTJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Fantasy, Mystery, Sci-Fi            ","
A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
I Saw the Devil (2010),144 min,7.8,67        ,"132,374",$0.13M,"https://m.media-amazon.com/images/M/MV5BZjRmNjc5MTYtYjc3My00ZjNiLTg4YjUtMTQ0ZTFkZmMxMDUzXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_UY98_CR3,0,67,98_AL_.jpg","
Action, Crime, Drama            ","
A secret agent exacts revenge on a serial killer through a series of captures and releases."
The Holy Mountain (1973),114 min,7.8,76        ,"43,901",$0.06M,"https://m.media-amazon.com/images/M/MV5BN2IzM2I5NTQtMTIyMy00YWM2LWI1OGMtNjI0MWIyNDZkZGFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Drama, Fantasy            ","
In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
The Iron Giant (1999),86 min,8.1,85        ,"200,373",$23.16M,"https://m.media-amazon.com/images/M/MV5BYzBjZTNkMzQtZmNkOC00Yzk0LTljMjktZjk3YWVlZjY3NTk2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Action, Adventure            ","
A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy."
Mulan (1998),88 min,7.6,71        ,"290,518",$120.62M,"https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Comedy            ","
To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
The Theory of Everything (2014),123 min,7.7,71        ,"453,830",$35.89M,"https://m.media-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Drama, Romance            ","
A look at the relationship between the famous physicist Stephen Hawking and his wife."
The Great Escape (1963),172 min,8.2,86        ,"245,985",$12.10M,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Drama, History            ","
Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II."
Boyz n the Hood (1991),112 min,7.8,76        ,"142,449",$57.50M,"https://m.media-amazon.com/images/M/MV5BZmRjNDI5NTgtOTIwMC00MzJhLWI4ZTYtMmU0ZTE3ZmRkZDNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama            ","
Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
Sling Blade (1996),135 min,8.0,84        ,"94,801",$24.48M,"https://m.media-amazon.com/images/M/MV5BNzViNGMzNDMtMDFkZS00ZWZiLTk1NDgtMzFhZmYwYjQ5ODNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
The King's Speech (2010),118 min,8.0,88        ,"682,519",$138.80M,"https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_UY98_CR0,0,67,98_AL_.jpg","
Biography, Drama, History            ","
The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
Naked (1993),131 min,7.7,85        ,"40,385",$1.77M,"https://m.media-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama            ","
An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey."
La haine (1995),98 min,8.1,-,"175,524",$0.31M,"https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama            ","
24 hours in the lives of three young men in the French suburbs the day after a violent riot."
Boyhood (I) (2014),165 min,7.9,100        ,"355,991",$25.38M,"https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
The life of Mason, from early childhood to his arrival at college."
The Verdict (1982),129 min,7.7,77        ,"41,339",$54.00M,"https://m.media-amazon.com/images/M/MV5BNjlkZjFmNGMtMDIzYy00ZjVmLWE3NTEtYTcyMDk2NWE2NzA4XkEyXkFqcGdeQXVyNzA3ODUyNzY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling."
Cool Hand Luke (1967),127 min,8.1,92        ,"178,637",$16.22M,"https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama            ","
A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
Stalker (1979),162 min,8.1,-,"135,402",$0.23M,"https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Sci-Fi            ","
A guide leads two men through an area known as the Zone to find a room that grants wishes."
Rosemary's Baby (1968),137 min,8.0,96        ,"219,014",-,"https://m.media-amazon.com/images/M/MV5BMTA5NWQwMmYtZjEyYS00Nzc2LTgwZjAtNTQ4NmFmZjNkNjg4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Horror            ","
A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors."
Being John Malkovich (1999),113 min,7.8,90        ,"337,946",$22.86M,"https://m.media-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Drama, Fantasy            ","
A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich."
The Bourne Supremacy (2004),108 min,7.7,73        ,"466,072",$176.24M,"https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Mystery, Thriller            ","
When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
Roma (2018),135 min,7.7,96        ,"159,755",-,"https://m.media-amazon.com/images/M/MV5BMTU0OTc3ODk4Ml5BMl5BanBnXkFtZTgwMzM4NzI5NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
A year in the life of a middle-class family's maid in Mexico City in the early 1970s."
Planet of the Apes (1968),112 min,8.0,79        ,"181,669",$33.40M,"https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Sci-Fi            ","
An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved."
Tumbbad (2018),104 min,8.2,-,"50,248",-,"https://m.media-amazon.com/images/M/MV5BYmQxNmU4ZjgtYzE5Mi00ZDlhLTlhOTctMzJkNjk2ZGUyZGEwXkEyXkFqcGdeQXVyMzgxMDA0Nzk@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Fantasy, Horror            ","
A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born."
Toy Story 2 (1999),92 min,7.9,88        ,"583,370",$245.85M,"https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Comedy            ","
When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
Butch Cassidy and the Sundance Kid (1969),110 min,8.0,66        ,"217,368",$102.31M,"https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Crime, Drama            ","
Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia."
Searching (III) (2018),102 min,7.6,71        ,"164,399",$26.02M,"https://m.media-amazon.com/images/M/MV5BMjIwOTA3NDI3MF5BMl5BanBnXkFtZTgwNzIzMzA5NTM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Horror, Mystery            ","
After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
The Thin Red Line (1998),170 min,7.6,78        ,"189,400",$36.40M,"https://m.media-amazon.com/images/M/MV5BYjEzMTM2NjAtNWFmZC00MTVlLTgyMmQtMGQyNTFjZDk5N2NmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, History, War            ","
Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
Akira (1988),124 min,8.0,67        ,"188,328",$0.55M,"https://m.media-amazon.com/images/M/MV5BM2ZiZTk1ODgtMTZkNS00NTYxLWIxZTUtNWExZGYwZTRjODViXkEyXkFqcGdeQXVyMTE2MzA3MDM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Action, Drama            ","
A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
Rio Bravo (1959),141 min,8.0,93        ,"63,520",$12.54M,"https://m.media-amazon.com/images/M/MV5BZDVhMTk1NjUtYjc0OS00OTE1LTk1NTYtYWMzMDI5OTlmYzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Western            ","
A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
Snow White and the Seven Dwarfs (1937),83 min,7.6,96        ,"201,450",$184.93M,"https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Family            ","
Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
Wreck-It Ralph (2012),101 min,7.7,72        ,"425,413",$189.42M,"https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Adventure, Comedy            ","
A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
Star Trek II: The Wrath of Khan (1982),113 min,7.7,68        ,"123,014",$78.91M,"https://m.media-amazon.com/images/M/MV5BNmZiZmM2OTUtZDlmOC00YzYyLThkMGEtZWFkMjJmM2EwZDVkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Sci-Fi            ","
With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
Carlito's Way (1993),144 min,7.9,65        ,"220,251",$36.95M,"https://m.media-amazon.com/images/M/MV5BYzBhY2E0OWYtYzRmNC00ZGY3LTllODYtNTExM2FmYTFkMGUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama, Thriller            ","
A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
The Girl with the Dragon Tattoo (2009),152 min,7.8,76        ,"217,842",$10.10M,"https://m.media-amazon.com/images/M/MV5BMTc2Mjc0MDg3MV5BMl5BanBnXkFtZTcwMjUzMDkxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama, Mystery            ","
A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years."
Drishyam (2015),163 min,8.2,-,"84,716",$0.74M,"https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Crime, Drama, Mystery            ","
Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
Persona (1966),83 min,8.1,86        ,"120,122",#243,"https://m.media-amazon.com/images/M/MV5BYmFlOTcxMWUtZTMzMi00NWIyLTkwOTEtNjIxNmViNzc2Yzc1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Thriller            ","
A nurse is put in charge of a mute actress and finds that their personae are melding together."
Sunset Blvd. (1950),110 min,8.4,-,"223,172",#59,"https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Film-Noir            ","
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return."
Philadelphia (1993),125 min,7.7,66        ,"244,156",$77.32M,"https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
A Fistful of Dollars (1964),99 min,7.9,65        ,"219,171",$14.50M,"https://m.media-amazon.com/images/M/MV5BY2M5MDA1YjUtODQ1Yi00M2JlLTk2ZWQtYjI0NTEwZDk2NGNhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Drama, Western            ","
A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
Dog Day Afternoon (1975),125 min,8.0,86        ,"258,826",$50.00M,"https://m.media-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Crime, Drama            ","
Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
The Man from Earth (2007),87 min,7.9,-,"189,118",-,"https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Fantasy, Mystery            ","
An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine."
Midnight Cowboy (1969),113 min,7.8,79        ,"112,279",$44.79M,"https://m.media-amazon.com/images/M/MV5BZmFlZDZmMTYtZjczOS00M2M0LWIxYzItYmRjM2IxYTg4NDg2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process."
This Is England (2006),101 min,7.7,86        ,"123,369",$0.33M,"https://m.media-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDIwLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama            ","
A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
The Road Warrior (1981),96 min,7.6,77        ,"182,520",$12.47M,"https://m.media-amazon.com/images/M/MV5BN2VlNjNhZWQtMTY2OC00Y2E1LWJkNGUtMDU4M2ViNzliMGYwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Sci-Fi            ","
In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
Before Sunset (2004),80 min,8.1,90        ,"265,964",$5.82M,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ","
Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
Seven Pounds (2008),123 min,7.6,36        ,"304,719",$69.95M,"https://m.media-amazon.com/images/M/MV5BMTU0NzY0MTY5OF5BMl5BanBnXkFtZTcwODY3MDEwMg@@._V1_UY98_CR3,0,67,98_AL_.jpg","
Drama            ","
A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers."
This Is Spinal Tap (1984),82 min,7.9,92        ,"140,798",$4.74M,"https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Music            ","
Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
In the Name of the Father (1993),133 min,8.1,84        ,"176,497",$25.01M,"https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Crime, Drama            ","
A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them."
The Naked Gun: From the Files of Police Squad! (1988),85 min,7.6,76        ,"171,862",$78.76M,"https://m.media-amazon.com/images/M/MV5BODk1ZWM4ZjItMjFhZi00MDMxLTgxNmYtODFhNWZlZTkwM2UwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Crime            ","
Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II."
Dawn of the Planet of the Apes (2014),130 min,7.6,79        ,"444,068",$208.55M,"https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Drama            ","
The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth."
